Year, Category, Country, Commodity, Amount
1996,"Compensated cross-price elasticity with price change for medical care","Guinea","House furnishing & operations",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Guinea","Other",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Guinea","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Guinea","Transport & communication",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Hong Kong","Clothing & footwear",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Hong Kong","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Hong Kong","Food, beverages & tobacco",0.02
1996,"Compensated cross-price elasticity with price change for medical care","Hong Kong","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Hong Kong","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Hong Kong","Other",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Hong Kong","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Hong Kong","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Hungary","Clothing & footwear",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Hungary","Education",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Hungary","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Hungary","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Hungary","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Hungary","Other",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Hungary","Recreation",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Hungary","Transport & communication",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Iceland","Clothing & footwear",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Iceland","Education",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Iceland","Food, beverages & tobacco",0.02
1996,"Compensated cross-price elasticity with price change for medical care","Iceland","Gross rent, fuel & power",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Iceland","House furnishing & operations",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Iceland","Other",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Iceland","Recreation",0.12
1996,"Compensated cross-price elasticity with price change for medical care","Iceland","Transport & communication",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Indonesia","Clothing & footwear",0.05
1996,"Compensated cross-price elasticity with price change for medical care","Indonesia","Education",0.06
1996,"Compensated cross-price elasticity with price change for medical care","Indonesia","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Indonesia","Gross rent, fuel & power",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Indonesia","House furnishing & operations",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Indonesia","Other",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Indonesia","Recreation",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Indonesia","Transport & communication",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Iran","Clothing & footwear",0.07
1996,"Compensated cross-price elasticity with price change for medical care","Iran","Education",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Iran","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Iran","Gross rent, fuel & power",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Iran","House furnishing & operations",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Iran","Other",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Iran","Recreation",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Iran","Transport & communication",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Ireland","Clothing & footwear",0.08
1996,"Compensated cross-price elasticity with price change for medical care","Ireland","Education",0.09
1996,"Compensated cross-price elasticity with price change for medical care","Ireland","Food, beverages & tobacco",0.04
1996,"Compensated cross-price elasticity with price change for medical care","Ireland","Gross rent, fuel & power",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Ireland","House furnishing & operations",0.10
1996,"Compensated cross-price elasticity with price change for medical care","Ireland","Other",0.11
1996,"Compensated cross-price elasticity with price change for medical care","Ireland","Recreation",0.12
